stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00126,,"Airport Dr & Ashley Cir",,  35.207940, -80.929098,,,0,
00127,,"Airport Dr & Wilson Air Center Entrance",,  35.208967, -80.928956,,,0,
00140,,"Airport Dr & Sentry Post Rd",,  35.204702, -80.927995,,,0,
00160,,"Central Ave & Reddman Rd",,  35.205480, -80.750199,,,0,
00170,,"Albemarle Rd & Jenkins Dr",,  35.203334, -80.743471,,,0,
00180,,"Albemarle Rd & Executive Center Dr",,  35.203106, -80.743111,,,0,
00183,,"Wachovia CIC -Entrance 1A",,  35.313753, -80.772557,,,0,
00200,,"Graham St & Equipment Dr",,  35.279671, -80.806609,,,0,
00210,,"Albemarle Rd & Farm Pond Ln",,  35.203087, -80.737700,,,0,
00230,,"Albemarle Rd & Winterhaven Dr",,  35.202746, -80.734891,,,0,
00240,,"Albemarle Rd & Winterhaven Dr",,  35.202986, -80.735569,,,0,
00250,,"Albemarle Rd & Regal Oaks Dr",,  35.202501, -80.731293,,,0,
00260,,"Albemarle Rd & Regal Oaks Dr",,  35.202699, -80.731277,,,0,
00270,,"Albemarle Rd & WT Harris Blvd",,  35.202460, -80.728142,,,0,
00280,,"Albemarle Rd & WT Harris Blvd",,  35.202292, -80.728607,,,0,
00285,,"Albemarle Rd & Lawyers Rd Park and Ride",,  35.203980, -80.724266,,,0,
00300,,"Albemarle Rd & Lake Forest Rd East",,  35.204949, -80.718297,,,0,
00320,,"Albemarle Rd & Lynton Blvd",,  35.207948, -80.708610,,,0,
00330,,"Albemarle Rd & Olde Savannah Rd",,  35.210402, -80.699484,,,0,
00340,,"Albemarle Rd & Dwightware Blvd",,  35.211493, -80.690836,,,0,
00360,,"Alleghany St @ 1335",,  35.237755, -80.891235,,,0,
00400,,"Alleghany St @ Phillip Berry Academy",,  35.237786, -80.891189,,,0,
00410,,"Ashley Rd & Alleghany St",,  35.240269, -80.897239,,,0,place_FREEDM
00580,,"Anderson St & Tappan Pl",,  35.243380, -80.793453,,,0,
00590,,"Anderson St & The Plaza",,  35.243322, -80.793288,,,0,
00600,,"Anderson St & Byrnes St",,  35.242507, -80.791890,,,0,
00610,,"Anderson St & Hampshire Pl",,  35.242188, -80.790965,,,0,
00620,,"Anderson St & Hampshire Pl",,  35.242201, -80.790677,,,0,
00630,,"Anderson St & Eastwood Dr",,  35.242055, -80.789029,,,0,
00640,,"Anderson St & Eastwood Dr",,  35.241999, -80.789220,,,0,
00670,,"Arboretum Center Dr & Providence Rd",,  35.097796, -80.779937,,,0,
00720,,"Arrowhead Dr & Countryside Dr",,  35.271372, -80.769666,,,0,
00750,,"Arrowhead Dr & Elgywood Ln",,  35.271276, -80.771512,,,0,
00760,,"Arrowood Rd & Windsong Dr",,  35.134176, -80.899621,,,0,
00770,,"Arrowood Rd & Forrest Point Blvd",,  35.135747, -80.903040,,,0,
00790,,"Arrowood Rd & Arrowpoint Blvd",,  35.140134, -80.912853,,,0,
00795,,"Arrowood Rd & Microsoft Way",,  35.142829, -80.918684,,,0,
00810,,"Arrowood Rd & Royal Point Dr",,  35.145040, -80.922727,,,0,
00930,,"Arrowood Rd & Fawnbrook Ln",,  35.134557, -80.900202,,,0,
00960,,"Arrowood Rd & Forest Point Blvd",,  35.135972, -80.903219,,,0,
01000,,"Arrowood Rd & Red Oak Blvd",,  35.139226, -80.910361,,,0,
01001,,"Arrowood Rd & Southern Pine Blvd",,  35.139018, -80.910437,,,0,
01020,,"Arrowood Rd & Arrowpoint Blvd",,  35.140563, -80.913193,,,0,
01030,,"Arrowood Rd & Crescent Executive Dr",,  35.143127, -80.918572,,,0,
01100,,"Arrowood Rd & Altacrest Pl",,  35.146012, -80.924174,,,0,
01110,,"Arrowood Rd & Tryon St",,  35.146358, -80.925247,,,0,
01170,,"Ashley Rd & Freedom Dr",,  35.246262, -80.892736,,,0,
01180,,"Tuckaseegee Rd & Freedom Dr",,  35.246170, -80.892613,,,0,place_FREEDM
01190,,"Ashley Rd & Tuckaseegee Rd",,  35.244198, -80.895512,,,0,place_FREEDM
01200,,"Ashley Rd & Freedom Dr",,  35.244109, -80.895235,,,0,place_FREEDM
01210,,"Ashley Rd & Tuckaseegee Rd",,  35.243698, -80.896592,,,0,
01220,,"Ashley Rd & Scott Futrell Dr",,  35.241083, -80.897047,,,0,place_FREEDM
01230,,"Ashley & Allegany",,  35.239618, -80.897207,,,0,
01240,,"Ashley Rd & Alleghany St",,  35.239139, -80.897075,,,0,place_FREEDM
01260,,"Ashley & Allegany",,  35.237910, -80.897147,,,0,
01270,,"Ashley Rd & Alleghany St",,  35.237569, -80.897293,,,0,place_FREEDM
01290,,"Ashley Rd & Bullard St",,  35.235587, -80.897016,,,0,
01300,,"Ashley Rd & Bullard St",,  35.235597, -80.897057,,,0,
01310,,"Ashley Rd & Alleghany St",,  35.237879, -80.897143,,,0,place_FREEDM
01330,,"Ashley Rd & Kempton Pl",,  35.233800, -80.895842,,,0,
01340,,"Ashley Rd & Kempton Pl",,  35.233520, -80.895778,,,0,
01350,,"Ashley Rd & Meredith Ave",,  35.229182, -80.892871,,,0,
01370,,"Central Ave & Reddman Rd",,  35.204859, -80.749735,,,0,
01380,,"Ashley Rd & Greenland Ave",,  35.225482, -80.890484,,,0,place_WILASH
01460,,"Baldwin Ave & Kings Dr",,  35.207263, -80.835319,,,0,
01550,,"Barclay Downs Dr & Morrison Blvd",,  35.156526, -80.836784,,,0,
01570,,"Barclay Downs Dr & Runnymede Ln",,  35.165433, -80.836011,,,0,
01590,,"Barclay Downs Dr & Inverness Rd",,  35.160286, -80.838736,,,0,
01600,,"Barclay Downs Dr & Carnegie Blvd",,  35.155397, -80.836203,,,0,
01610,,"Barclay Downs Dr & Carnegie Blvd",,  35.153567, -80.836001,,,0,
01630,,"Bardot Dr & Milan Rd East",,  35.286845, -80.871815,,,0,
01650,,"Bardot Dr & Faggan Way",,  35.288425, -80.870310,,,0,
01670,,"Bardot Dr & Dedmon Dr",,  35.289323, -80.869507,,,0,
01760,,"Barclay Downs Dr & Ferncliff Rd",,  35.164725, -80.836155,,,0,
01790,,"Barclay Downs Dr & Morrison Blvd",,  35.156302, -80.836361,,,0,
01800,,"Barclay Downs Dr & Bulfinch Rd",,  35.152351, -80.836465,,,0,
01990,,"Barrington Dr & Somersworth Dr",,  35.256969, -80.752031,,,0,
02010,,"Barrington Dr & Lyndeboro Dr",,  35.255050, -80.750324,,,0,
02011,,"Barrington Dr & Lyndeboro Dr",,  35.254959, -80.750162,,,0,
02040,,"Barrington Dr & Craftsbury Dr",,  35.253646, -80.749205,,,0,
02080,,"Barrington Dr & The Plaza",,  35.251426, -80.747446,,,0,
02100,,"Barrington Dr & The Plaza",,  35.250825, -80.747021,,,0,
02110,,"Barrington Dr & The Plaza",,  35.250577, -80.746664,,,0,
02120,,"Barrington Dr & Montego Dr",,  35.249663, -80.746068,,,0,
02130,,"Barrington Dr & Montego Dr",,  35.249458, -80.746134,,,0,
02140,,"Barrington Dr & Rosecran Dr",,  35.246108, -80.745168,,,0,
02150,,"Barrington Dr & Markway Dr",,  35.242461, -80.744671,,,0,
02170,,"Barrington Dr & Markway Dr",,  35.242332, -80.744454,,,0,
02180,,"Barrington Dr & Delivau Dr",,  35.240173, -80.743739,,,0,
02190,,"Barrington Dr & Milton Rd",,  35.238249, -80.743118,,,0,
02240,,"Baxter St & Torrence St",,  35.209344, -80.833227,,,0,
02270,,"Bealer Rd & Hovis Rd",,  35.269466, -80.899488,,,0,
02280,,"Bealer Rd & Terminal St",,  35.269235, -80.901419,,,0,
02290,,"Bealer Rd & Exchange St",,  35.269328, -80.904776,,,0,
02370,,"Beatties Ford Rd & 5th St",,  35.242893, -80.858482,,,0,
02380,,"Beatties Ford Rd & 5th St",,  35.242903, -80.858341,,,0,
02390,,"Beatties Ford Rd & Dixon St",,  35.244074, -80.857993,,,0,
02400,,"Beatties Ford Rd & Dixon St",,  35.244744, -80.857523,,,0,
02420,,"Beatties Ford Rd & French St",,  35.247258, -80.856813,,,0,
02430,,"Beatties Ford Rd & Cemetery St",,  35.247948, -80.856591,,,0,
02440,,"Beatties Ford Rd & Cemetery St",,  35.248612, -80.856663,,,0,
02470,,"Beatties Ford Rd & Sanders Ave",,  35.252103, -80.856120,,,0,
02480,,"Beatties Ford Rd & Sanders Ave",,  35.252219, -80.856223,,,0,
02500,,"Beatties Ford Rd & Oaklawn Ave",,  35.253317, -80.855986,,,0,
02510,,"Beatties Ford Rd & Dundeen St",,  35.254578, -80.855831,,,0,
02530,,"Beatties Ford Rd & Celia Ave",,  35.256434, -80.855726,,,0,
02540,,"Beatties Ford Rd & Russell Ave",,  35.256755, -80.855613,,,0,
02550,,"Beatties Ford Rd & Estelle St",,  35.258238, -80.855509,,,0,
02552,,"Beatties Ford Rd & St Paul St",,  35.257833, -80.855400,,,0,
02570,,"Beatties Ford Rd & St Mark St",,  35.260153, -80.855184,,,0,
02580,,"Beatties Ford Rd & Hildebrand St",,  35.260173, -80.855262,,,0,
02600,,"Beatties Ford Rd & LaSalle St",,  35.263444, -80.854696,,,0,
02610,,"Beatties Ford Rd & LaSalle St",,  35.263379, -80.854521,,,0,
02630,,"Beatties Ford Rd & Keller Ave",,  35.265622, -80.854257,,,0,
02640,,"Beatties Ford Rd & Holly St",,  35.266724, -80.853873,,,0,
02660,,"Beatties Ford Rd & Gilbert St",,  35.267716, -80.853913,,,0,
02670,,"Beatties Ford Rd & Montana Dr",,  35.267783, -80.854025,,,0,
02720,,"Beatties Ford Rd & B Ave",,  35.275149, -80.854655,,,0,
02730,,"Beatties Ford Rd & Hoskins Rd",,  35.275405, -80.854969,,,0,
02740,,"Beatties Ford Rd & Lynchester Pl",,  35.276924, -80.855546,,,0,
02750,,"Beatties Ford Rd & Lynchester Pl",,  35.276908, -80.855348,,,0,
02760,,"Beatties Ford Rd & Fairdale Dr",,  35.278921, -80.856007,,,0,
02770,,"Beatties Ford Rd & McAllister Dr",,  35.280941, -80.856677,,,0,
02771,,"Beatties Ford Rd & Friendship Village Pl",,  35.279275, -80.855992,,,0,
02772,,"Beatties Ford Rd & McAllister Dr",,  35.281209, -80.856589,,,0,
02780,,"Beatties Ford Rd & Cindy Ln",,  35.282649, -80.857165,,,0,
02790,,"Beatties Ford Rd & Griers Grove Rd",,  35.283086, -80.857523,,,0,
02800,,"Beatties Ford Rd @ 3640",,  35.284017, -80.857695,,,0,
02810,,"Beatties Ford Rd @ 3713",,  35.285829, -80.858518,,,0,
02820,,"Beatties Ford Rd @ 3738",,  35.285816, -80.858320,,,0,
02830,,"Beatties Ford Rd @ 3938",,  35.288948, -80.858029,,,0,
02840,,"Beatties Ford Rd & Slater Rd",,  35.290864, -80.857600,,,0,
02850,,"Beatties Ford Rd & Capps Hill Mine Rd",,  35.289357, -80.858052,,,0,
02860,,"Beatties Ford Rd & Slater Rd",,  35.290855, -80.857500,,,0,
02870,,"Beatties Ford Rd & Slater Springs Dr",,  35.292087, -80.857092,,,0,
02880,,"Beatties Ford Rd & Slater Springs Dr",,  35.292152, -80.857160,,,0,
02890,,"Beatties Ford Rd & Olde English Dr",,  35.294609, -80.856283,,,0,
02900,,"Beatties Ford Rd & Slater Ridge Dr",,  35.294394, -80.856421,,,0,
02910,,"Beatties Ford Rd @ 4530",,  35.296916, -80.855952,,,0,
02940,,"Beatties Ford Rd & Sunset Rd",,  35.303645, -80.857282,,,0,
03010,,"Belmont Ave & Seigle Ave",,  35.228210, -80.821634,,,0,
03030,,"Belmont Ave & Allen St",,  35.227010, -80.820080,,,0,
03038,,"Statesville Ave & Oliver St",,  35.239870, -80.836543,,,0,
03130,,"Berryhill Rd & Tuckaseegee Rd",,  35.235981, -80.874927,,,0,
03140,,"Berryhill Rd & Freedom Dr",,  35.233935, -80.876033,,,0,
03150,,"Berryhill Rd & Tuckaseegee Rd",,  35.236248, -80.874898,,,0,
03160,,"Berryhill Rd & Freedom Dr",,  35.234044, -80.876096,,,0,
03180,,"Billingsley Rd & Randolph Rd",,  35.190485, -80.808893,,,0,
03190,,"Billingsley Rd @ 431",,  35.190433, -80.805735,,,0,
03200,,"Billingsley Rd & Cascade Cir",,  35.190676, -80.803853,,,0,
03390,,"Braden Dr @ 3627",,  35.287622, -80.867722,,,0,
03410,,"Braden Dr & Dedmon Dr",,  35.288906, -80.867889,,,0,
03590,,"Bradford Dr & Key St",,  35.256661, -80.897289,,,0,
03610,,"Bradford Dr & Hoover St",,  35.255079, -80.897561,,,0,
03670,,"Brandon Forest Dr & Stradbrook Dr",,  35.116294, -80.858982,,,0,
03705,,"Briar Creek Rd & Creighton Dr",,  35.211396, -80.792023,,,0,
03710,,"Briar Creek Rd & Creighton Dr",,  35.211789, -80.791713,,,0,
04220,,"Canterwood Dr & Monteith Dr",,  35.275243, -80.773600,,,0,
04350,,"Capps Hill Mine Rd & Milan Rd",,  35.291820, -80.870671,,,0,
04360,,"Capps Hill Mine Rd & Firestone Dr",,  35.291024, -80.869523,,,0,
04400,,"Capps Hill Mine Rd & Braden Dr",,  35.289415, -80.866815,,,0,
04408,,"Capps Hill Mine Rd & Gold Nugget Ct",,  35.289289, -80.865126,,,0,
04409,,"Capps Hill Mine Rd & Gold Nugget Ct",,  35.289374, -80.865181,,,0,
04410,,"Capps Hill Mine Rd & Silver Ore Ln",,  35.288928, -80.861973,,,0,
04420,,"Capps Hill Mine Rd & Silver Ore Ln",,  35.288955, -80.862216,,,0,
04440,,"Capps Hill Mine Rd & Beatties Ford Rd",,  35.288059, -80.859021,,,0,
04450,,"Capps Hill Mine Rd & Beatties Ford Rd",,  35.287984, -80.859609,,,0,
04480,,"Carlyle Dr & Cartwright Pl",,  35.232106, -80.898188,,,0,
04490,,"Carlyle Dr & Wilson Ave",,  35.231452, -80.899234,,,0,
04500,,"Carlyle Dr & Bromwich Rd",,  35.231353, -80.901844,,,0,
04510,,"Carlyle Dr & Paisley Pl",,  35.231146, -80.904362,,,0,
04520,,"Carmel Rd & Carmel Park Ln",,  35.147270, -80.801745,,,0,
04530,,"Carmel Rd & Wandering Way Dr",,  35.144708, -80.801404,,,0,
04540,,"Carmel Rd & Crooked Oak Ln",,  35.141426, -80.801612,,,0,
04550,,"Carmel Rd & Sharon View Rd",,  35.139034, -80.802824,,,0,
04560,,"Carmel Rd & Thornridge Rd",,  35.135303, -80.806037,,,0,
04570,,"Carmel Rd & Camilla Dr",,  35.133201, -80.807718,,,0,
04932,,"Catawba Ave & Washam St",,  35.483168, -80.864884,,,0,
04933,,"Catawba Ave & Washam St",,  35.483147, -80.864419,,,0,
04935,,"Catawba Ave & Ferry St",,  35.484074, -80.869839,,,0,
04940,,"Catawba Ave & Ferry St",,  35.484076, -80.869016,,,0,
04980,,"Central Ave & 7th St",,  35.220424, -80.828232,,,0,
04990,,"Central Ave & Piedmont St",,  35.221227, -80.824542,,,0,
05000,,"Central Ave & Piedmont St",,  35.221363, -80.824277,,,0,
05010,,"Central Ave & Louise Ave",,  35.221600, -80.823147,,,0,
05030,,"Central Ave & Louise Ave",,  35.221598, -80.822732,,,0,
05050,,"Central Ave & Oakland Ave",,  35.221554, -80.819975,,,0,
05060,,"Central Ave & Heath Ct",,  35.221789, -80.820556,,,0,
05070,,"Central Ave & Hawthorne Ln",,  35.221303, -80.818020,,,0,
05100,,"Central Ave & Lamar Ave",,  35.221060, -80.817382,,,0,
05120,,"Central Ave & Clement Ave",,  35.220551, -80.815041,,,0,
05130,,"Central Ave & Clement Ave",,  35.220678, -80.815002,,,0,
05140,,"Central Ave & Pecan Ave",,  35.220441, -80.813185,,,0,
05170,,"Central Ave & Thomas Ave",,  35.220240, -80.812446,,,0,
05180,,"Central Ave & Thomas Ave",,  35.220360, -80.811425,,,0,
05190,,"Central Ave & Nandina St",,  35.220151, -80.809574,,,0,
05200,,"Central Ave & Nandina St",,  35.220226, -80.808810,,,0,
05240,,"Central Ave & Tippah Park Ct",,  35.219667, -80.802482,,,0,
05250,,"Central Ave & Iris Dr",,  35.219598, -80.802655,,,0,
05270,,"Central Ave & Lyon Ct",,  35.219356, -80.800067,,,0,
05280,,"Central Ave & Club Rd",,  35.219407, -80.799650,,,0,
05310,,"Central Ave & St George St",,  35.218373, -80.795582,,,0,
05320,,"Central Ave & Masonic Dr",,  35.218653, -80.796008,,,0,
05330,,"Central Ave & Eastcrest Dr",,  35.217863, -80.794234,,,0,
05340,,"Central Ave & Briar Creek Rd",,  35.216363, -80.788066,,,0,
05350,,"Central Ave & Wembley Dr",,  35.217170, -80.792206,,,0,
05360,,"Central Ave & Eastcrest Dr",,  35.217282, -80.792283,,,0,
05370,,"Central Ave & Briar Creek Rd",,  35.216711, -80.789250,,,0,
05400,,"Central Ave & Merry Oaks Rd",,  35.216104, -80.785884,,,0,
05410,,"Central Ave & Carolyn Dr",,  35.215830, -80.784187,,,0,
05420,,"Central Ave & Longfellow St",,  35.215874, -80.782842,,,0,
05430,,"Central Ave & Medford Dr",,  35.215434, -80.779678,,,0,
05440,,"Central Ave & Temple Ln",,  35.215274, -80.777337,,,0,
05450,,"Central Ave & Temple Ln",,  35.215446, -80.777401,,,0,
05465,,"Central Ave & Medallion Dr",,  35.214989, -80.774615,,,0,
05470,,"Central Ave & Kilborne Dr",,  35.214282, -80.771901,,,0,
05480,,"Central Ave & Sheridan Dr",,  35.214632, -80.773864,,,0,
05500,,"Central Ave & Norland Rd",,  35.214049, -80.771654,,,0,
05510,,"Central Ave & Progress Ln",,  35.213542, -80.768372,,,0,
05520,,"Central Ave & Progress Ln",,  35.213364, -80.768311,,,0,
05540,,"Central Ave & Rosehaven Dr",,  35.212452, -80.763620,,,0,
05550,,"Central Ave & Rosehaven Dr",,  35.212341, -80.763839,,,0,
05560,,"Central Ave @ 4908",,  35.211522, -80.760617,,,0,
05570,,"Central Ave & Winterfield Pl",,  35.210720, -80.758948,,,0,
05580,,"Central Ave & Winterfield Pl",,  35.211078, -80.759224,,,0,
05590,,"Central Ave & Sharon Amity Rd",,  35.209599, -80.756430,,,0,
05630,,"Central Ave @ Eastland Mall",,  35.206955, -80.752690,,,0,place_EASTLD
05650,,"Centre St & Tennessee Ave",,  35.261855, -80.872391,,,0,
05690,,"Church St & 1st St",,  35.225307, -80.848352,,,0,
05710,,"Church St & 3rd St",,  35.226835, -80.846065,,,0,
05730,,"Cinderella Rd & Candystick Ln",,  35.264696, -80.791651,,,0,
05750,,"Cinderella Rd & Munsee St",,  35.264510, -80.789921,,,0,
05780,,"Clanton Rd & Dewitt Ln",,  35.195079, -80.875263,,,0,
05790,,"Clanton Rd & Tryon St",,  35.196174, -80.878237,,,0,
05800,,"Clanton Rd & St Vardell Ln",,  35.196953, -80.880442,,,0,
05810,,"Clanton Rd & St Vardell Ln",,  35.197149, -80.880597,,,0,
05820,,"Clanton Rd & Barringer Dr",,  35.198938, -80.885516,,,0,
05850,,"Clanton & Barringer",,  35.199591, -80.887567,,,0,
05860,,"Clanton Rd & Archer Ave",,  35.200592, -80.890148,,,0,
05870,,"Clanton Rd & Manchester Dr",,  35.200278, -80.889458,,,0,
05900,,"Clanton Rd & Fieldcrest Rd",,  35.202604, -80.892927,,,0,
05910,,"Clanton Rd & Fieldcrest Rd",,  35.202865, -80.892773,,,0,
05940,,"Clanton Rd & Sargeant Dr",,  35.204544, -80.893484,,,0,
05950,,"Clanton Rd & Sargeant Dr",,  35.204113, -80.893096,,,0,
05970,,"Clanton Rd & Caronia St",,  35.207569, -80.893531,,,0,
05980,,"Clanton Rd & Caronia St",,  35.207869, -80.893635,,,0,
05990,,"Clanton Rd & Farmer St",,  35.209859, -80.893484,,,0,
06000,,"Clanton Rd & Farmer St",,  35.210064, -80.893355,,,0,
06005,,"Clanton Rd & Pelton St",,  35.195288, -80.875385,,,0,
06010,,"Clanton Rd & Tryon St",,  35.196356, -80.878452,,,0,
06280,,"Colwick Rd & Greenwich Rd",,  35.177506, -80.798312,,,0,
06290,,"Colwick Rd & Sharon Amity Rd",,  35.176573, -80.797355,,,0,
06310,,"Commonwealth Ave & Green Oaks Ln",,  35.211694, -80.798428,,,0,
06325,,"The Plaza & McClintock Rd",,  35.219109, -80.810740,,,0,
06326,,"The Plaza & McClintock Rd",,  35.219330, -80.810911,,,0,
06360,,"Commonwealth Ave & Westover St",,  35.216781, -80.808175,,,0,
06365,,"Commonwealth Ave & Westover St",,  35.216766, -80.808268,,,0,
06370,,"Commonwealth Ave & Bascom St",,  35.216063, -80.806940,,,0,
06380,,"Commonwealth Ave & Hanover St",,  35.215363, -80.805458,,,0,
06390,,"Commonwealth Ave & Hanover St",,  35.214794, -80.804527,,,0,
06400,,"Commonwealth Ave & Lorna St",,  35.214240, -80.803343,,,0,
06410,,"Commonwealth Ave & Lorna St",,  35.214220, -80.803426,,,0,
06420,,"Commonwealth Ave & Morningside Dr",,  35.212536, -80.800027,,,0,
06430,,"Commonwealth Ave & Morningside Dr",,  35.212659, -80.800472,,,0,
06440,,"Commonwealth Ave & Rockway Dr",,  35.211591, -80.798382,,,0,
06450,,"Commonwealth Ave & Waterman Ave",,  35.209008, -80.793507,,,0,
06460,,"Commonwealth Ave & Pinecrest Ave",,  35.208319, -80.791252,,,0,
06470,,"Commonwealth Ave & Pinecrest Ave",,  35.208277, -80.791298,,,0,
06530,,"Cove Creek Dr & Barrington Dr",,  35.257464, -80.751958,,,0,
06560,,"Cove Creek Dr & Burleson Dr",,  35.259326, -80.748436,,,0,
06561,,"Cove Creek Dr & Burleson Dr",,  35.259146, -80.748375,,,0,
06710,,"Alleghany St & Crisman St",,  35.238939, -80.887529,,,0,
06770,,"Crownpoint Executive Dr & Independence Blvd",,  35.143360, -80.721958,,,0,
06780,,"Crownpoint Executive Dr @ 2201",,  35.142492, -80.726907,,,0,
06790,,"Crownpoint Executive Dr & Sardis Rd North",,  35.144307, -80.728595,,,0,
06860,,"Dalecrest Dr & Monmouth Dr",,  35.279417, -80.814948,,,0,
06870,,"Dalecrest Dr & Kenmont Dr",,  35.279714, -80.815919,,,0,
06890,,"Dalecrest Dr & Wynbrook Way",,  35.280741, -80.818377,,,0,
06910,,"Dalecrest Dr & Valeview Ln",,  35.281361, -80.819864,,,0,
06920,,"Dalecrest Dr & Valeview Ln",,  35.281648, -80.820250,,,0,
06930,,"Dalton Ave & Tryon St",,  35.239639, -80.828220,,,0,
06950,,"Dalton Ave & Tryon St",,  35.239566, -80.828671,,,0,
06970,,"Dalton Ave @ 300",,  35.239617, -80.831279,,,0,
06980,,"Dalton Ave @ 305",,  35.239521, -80.831286,,,0,
06990,,"Dalton Ave & Graham St",,  35.239592, -80.834396,,,0,
07000,,"Dalton Ave & Graham St",,  35.239473, -80.834474,,,0,
07080,,"Davidson St & Brevard St",,  35.245316, -80.808806,,,0,
07320,,"Dunn Ave & Heflin St",,  35.203010, -80.805708,,,0,
07380,,"4th St & Davidson St",,  35.222016, -80.839027,,,0,
07480,,"4th St & Kings Dr",,  35.215738, -80.831425,,,0,
07500,,"4th St & Torrence St",,  35.213273, -80.827951,,,0,
07520,,"4th St & Hawthorne Ln",,  35.211622, -80.825667,,,0,
07540,,"4th St & Hawthorne Ln",,  35.211657, -80.825885,,,0,
07565,,"Randolph Rd & Caswell Rd",,  35.210395, -80.824276,,,0,
07570,,"WT Harris Blvd & Bonlyn Dr",,  35.199167, -80.726127,,,0,
07590,,"Alleghany St & Ashley Rd",,  35.238316, -80.895958,,,0,
07640,,"WT Harris Blvd & Idlewild Rd North",,  35.195205, -80.725839,,,0,
07650,,"John St & Ames Rd",,  35.117150, -80.724170,,,0,
07800,,"Morehead St & Kenilworth Ave",,  35.208874, -80.839973,,,0,
07810,,"Morehead St & Kenilworth Ave",,  35.208123, -80.839467,,,0,
07820,,"Morehead St & Harding Pl",,  35.206308, -80.837762,,,0,
07821,,"Morehead St & Harding Pl",,  35.206094, -80.837315,,,0,
07861,,"Brevard St & 9th St",,  35.228473, -80.834561,,,0,
07890,,"7th St @ Carole Hoffner Center",,  35.224791, -80.834331,,,0,
07900,,"7th St & Alexander St",,  35.223241, -80.832308,,,0,
07910,,"7th St & McDowell St",,  35.222983, -80.832226,,,0,
07930,,"7th St & Hawthorne Ln",,  35.215565, -80.821681,,,0,
07940,,"7th St & Charlottetowne Ave",,  35.219218, -80.827056,,,0,
07960,,"7th St & Beaumont Ave",,  35.217136, -80.823938,,,0,
07970,,"7th St & Armory Dr",,  35.216935, -80.823733,,,0,
07980,,"7th St & Hawthorne Ln",,  35.215499, -80.821829,,,0,
08010,,"7th St & Clement Ave",,  35.213439, -80.819399,,,0,
08020,,"7th St & Caswell Rd",,  35.212732, -80.818380,,,0,
08030,,"7th St & Clarice Ave",,  35.211202, -80.816519,,,0,
08040,,"7th St & Clarice Ave",,  35.211214, -80.816321,,,0,
08060,,"7th St & Laurel Ave",,  35.210161, -80.814966,,,0,
08070,,"7th St & Laurel Ave",,  35.210252, -80.814943,,,0,
08080,,"7th St & Bascom St",,  35.209018, -80.813232,,,0,
08090,,"7th St & Cameron Ave",,  35.209065, -80.813491,,,0,
08100,,"7th St & Dotger Ave",,  35.207929, -80.812425,,,0,
08110,,"7th St & Dotger Ave",,  35.207961, -80.812204,,,0,
08120,,"7th St & 5th St",,  35.206462, -80.811116,,,0,
08130,,"7th St & Firefighter Pl",,  35.206278, -80.810718,,,0,
08210,,"Stonewall St & McDowell St",,  35.216192, -80.839971,,,0,
